Name,Current Club,Position,Age,ca,pa,Nationality,Club,Loan Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off the ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Consistency,Dirtiness,Important Matches,Injury Proneness,Versatility,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out(Tendency),Puching(Tendency),Throwing,Adaptability,Ambition,Controversy,Loyalty,Pressure,Professionalism,Sportsmanship,Temperament,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Reputation,Home Reputation,World Reputation,RCA,D.O.B,International Appearances,International Goal,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Shooting Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Reuell Walters,Arsenal,D/WB RLC,18,105,160,"England,Germany,Jamaica",Arsenal,,10,10,8,5,10,7,11,4,10,10,10,6,10,11,12,11,12,12,10,7,10,14,7,10,9,10,13,13,15,13,10,12,14,13,11,11,18,11,20,7,12,3,2,3,1,2,1,1,2,1,3,1,12,14,4,12,14,14,13,18,1,15,18,20,14,16,1,1,1,1,1,1,1,1,181,73,8,20,5250,5250,3500,96,2004/12/16,0,0,10,11.3,14,8,8.7,9.7,11.5,11.7,1.5,11.3,14,11.7,2.5,1,2.5,1
Amario Cozier-Duberry,Arsenal,AM RLC,18,99,160,England,Arsenal,,10,10,13,10,11,12,3,9,1,3,11,13,4,13,10,8,7,11,8,13,7,14,13,6,12,4,13,12,16,14,9,3,13,13,9,5,13,11,9,10,15,2,3,3,3,1,3,3,3,1,1,1,7,11,8,11,10,13,10,10,1,1,1,1,1,1,1,1,1,1,18,16,20,14,168,57,20,10,5250,5250,2500,94,2005/5/29,0,0,3.7,9.3,14.5,12.3,11,12.3,3,9.5,3,9.3,14.5,9.5,3,3,1.5,2
Reiss Nelson,Arsenal,M/AM RL,23,147,158,"England,Zimbabwe",Arsenal,,12,12,15,11,14,12,6,13,8,5,13,10,6,15,12,12,13,13,11,13,12,12,16,5,14,5,13,14,17,16,14,7,14,16,12,10,12,6,13,6,16,4,1,1,1,1,3,3,2,2,1,1,8,14,11,12,15,10,15,13,1,1,1,1,8,8,1,15,1,16,20,10,20,8,175,71,12,20,7350,7350,6000,142,1999/12/10,0,0,5.3,13,16.5,14,12.7,14.7,6.5,12.2,2.5,13,16.5,12.2,1,1,2.5,2
Jakub Kiwior,Arsenal,D/DM LC,23,143,158,Poland,Arsenal,,7,11,12,7,12,12,14,8,7,14,13,8,13,13,13,15,13,13,13,12,13,14,9,11,7,14,15,13,16,14,12,16,15,14,13,13,14,11,12,5,12,1,1,1,2,4,1,2,3,2,3,4,15,14,4,12,13,15,12,13,1,15,20,1,14,1,17,1,10,1,1,1,1,1,188,78,20,8,7150,7150,5650,141,2000/2/15,13,1,13.7,13,15,11.3,9,12.3,15,13.8,2.5,13,15,13.8,1,2,2.5,2.5
Leandro Trossard,Arsenal,WB/M/AM LC,28,155,157,Belgium,Arsenal,,14,12,15,14,14,12,6,13,4,6,14,13,4,16,13,12,13,13,14,15,13,13,15,8,15,9,12,12,16,15,13,6,12,15,13,9,14,8,15,8,15,3,1,3,3,1,2,2,2,1,3,1,12,15,9,8,12,11,12,12,1,1,1,1,17,1,1,17,1,1,20,19,14,15,172,67,15,20,7750,7750,6500,146,1994/12/4,28,6,6.3,12.5,15.5,14.7,14,15,6,12.8,2,12.5,15.5,12.8,2,3,2,1.5
Eddie Nketiah,Arsenal,S RL,24,148,155,"England,Ghana",Arsenal,,6,7,15,14,14,5,13,9,1,3,12,10,5,15,13,14,11,14,11,11,12,14,15,4,16,5,15,14,17,18,15,9,14,16,14,12,14,6,12,8,10,1,1,4,3,3,1,1,2,1,2,1,14,14,4,13,14,14,13,14,1,1,1,1,1,1,1,8,1,12,15,12,15,20,175,70,12,20,7400,7400,6000,143,1999/5/30,0,0,4.3,14.8,16.5,12.7,14.7,14.7,11,12.8,1.5,14.8,16.5,12.8,2.5,3,2,1
Mohamed Elneny,Arsenal,DM/M C,31,139,155,Egypt,Arsenal,,8,7,11,8,14,8,12,14,8,13,13,12,15,14,12,14,15,14,14,12,14,14,8,11,11,13,18,16,12,12,15,13,18,12,16,15,13,8,12,6,8,3,1,2,1,2,3,2,2,1,4,1,14,14,4,18,14,16,14,17,1,1,12,1,1,1,18,1,20,1,1,1,1,1,180,77,8,20,6950,7250,6250,137,1992/7/11,92,8,13.7,14.5,12,11,11,13,12.5,14.8,2,14.5,12,14.8,1.5,1,2.5,2
Reece Clairmont,Arsenal,D/WB L,16,51,153,England,Arsenal,,5,9,12,6,5,4,2,1,1,5,7,4,11,10,9,2,6,2,6,6,11,14,11,6,12,2,11,11,12,12,12,7,13,12,12,2,2,7,9,9,10,3,4,2,1,1,3,2,3,2,1,1,15,10,5,10,14,12,9,12,1,20,1,1,17,1,1,15,1,1,15,1,1,1,182,0,20,8,2250,2450,550,41,2006/12/14,0,0,6,9.5,12,8,6.7,9,4.5,8.3,2.5,9.5,12,8.3,3,1,2,2
Karl Jakob Hein,Arsenal,GK,21,112,150,Estonia,Arsenal,,4,1,1,2,9,8,2,3,1,1,8,2,3,7,6,11,13,10,12,8,10,13,6,7,3,13,12,10,12,13,9,14,13,10,10,12,11,10,13,6,16,14,10,10,4,13,14,13,14,9,11,11,16,11,4,11,12,12,11,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,194,88,8,20,5600,5750,2750,110,2002/4/13,22,0,5.7,11,11,7.3,5,5.7,8,11.8,13.5,11,11,11.8,10,4,13.5,12.5
Miguel Azeez,Arsenal,DM/M C,20,109,150,"England,Nigeria,Spain",Arsenal,,10,10,12,9,13,11,9,12,5,7,13,8,10,13,7,12,10,11,9,14,10,10,12,6,13,8,13,12,13,13,12,11,12,12,13,10,10,7,11,7,7,2,3,3,2,3,1,1,3,3,1,3,12,12,6,11,9,9,10,11,1,1,1,1,1,1,16,1,20,1,1,15,1,1,180,74,11,20,5450,5450,3500,109,2002/9/20,0,0,8.3,12,12.5,13,11,12.7,10,10.7,2,12,12.5,10.7,3,2,2.5,2
Khayon Edwards,Arsenal,AM/S RLC,19,98,150,"England,Jamaica",Arsenal,,7,8,10,12,12,10,9,9,2,3,9,8,5,12,11,11,11,12,9,9,9,12,13,8,12,3,10,12,15,9,10,12,14,13,9,9,20,5,18,14,10,1,1,2,2,1,1,3,2,1,3,1,14,9,7,10,13,10,12,13,1,1,1,1,1,1,1,1,1,1,16,17,16,20,177,70,10,20,4900,4900,2750,91,2003/9/12,0,0,3.7,9.3,14,10.3,12,11.3,10.5,10.3,2.5,9.3,14,10.3,1.5,2,1,1
Lino Sousa,Arsenal,D/WB/M L,18,92,150,"England,Portugal",Arsenal,,10,9,11,7,12,10,9,8,7,8,11,4,10,12,8,10,9,12,9,10,10,12,12,7,11,9,12,12,13,12,11,9,7,12,10,8,16,9,4,10,12,2,1,3,2,2,1,3,3,4,2,1,7,13,3,10,11,10,11,16,1,20,1,1,18,1,1,16,1,1,13,1,1,1,178,71,20,11,4600,4600,2500,86,2005/1/19,0,0,9,10.3,12.5,11,10,11.7,9,10.3,3,10.3,12.5,10.3,2,2,2,1
Omari Benjamin,Arsenal,S RL,17,75,150,"Wales,Barbados,England",Arsenal,,6,6,7,9,7,6,7,8,6,6,6,4,2,7,10,9,8,8,12,9,7,13,15,13,9,6,12,14,14,7,9,9,14,12,13,10,5,11,7,6,8,3,3,3,3,3,3,1,3,1,1,3,11,10,4,13,12,12,12,17,1,1,1,1,1,1,1,1,1,1,15,12,15,20,183,0,10,20,3750,3750,1500,62,2005/12/4,0,0,4.7,9.8,13,10,8.7,7,8,10.2,2,9.8,13,10.2,3,3,3,3
Alexei Rojas Fedorushchenko,Arsenal,GK,17,73,150,"Colombia,Russia,England",Arsenal,,5,3,1,2,4,9,1,2,2,2,11,2,1,2,15,9,11,6,5,7,6,14,2,1,2,12,8,7,12,14,8,8,13,14,6,6,10,12,16,8,10,9,10,10,5,10,14,14,14,9,8,14,19,10,7,12,10,12,12,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,0,8,20,3650,3650,1750,77,2005/9/28,0,0,5,8.5,13,6.7,3.3,2.3,4.5,8.8,14,8.5,13,8.8,10,5,9.5,14
Cédric,Arsenal,D/WB RL,31,130,142,"Portugal,Germany",Arsenal,,12,12,12,7,13,12,8,9,12,12,12,11,14,13,14,13,14,13,13,12,13,14,12,10,12,14,14,14,13,14,15,8,14,13,13,9,13,8,11,10,10,3,2,2,2,1,3,1,1,3,2,1,14,12,5,13,12,17,15,15,1,15,1,20,15,19,1,1,1,10,1,1,8,1,172,66,10,20,6500,6750,5750,128,1991/8/31,34,1,13.3,12.8,13,12,10.7,12.7,8,13.5,1,12.8,13,13.5,2,2,2,2
James Sweet,Arsenal,D/WB/DM/M RC,19,93,139,"Wales,England",Arsenal,,10,10,9,7,11,10,7,7,10,8,12,3,9,12,8,9,11,9,8,13,7,13,11,7,8,8,13,13,12,12,9,8,9,11,10,7,12,11,16,15,12,3,2,1,1,3,3,2,2,1,2,3,20,13,8,14,11,13,8,20,1,1,1,19,1,18,16,1,20,16,1,1,14,1,181,74,15,20,4750,4750,2500,83,2003/11/3,0,0,8.3,9.5,11.5,12,8,10.7,7.5,10.2,2,9.5,11.5,10.2,1.5,1,3,3
Michal Rosiak,Arsenal,D/DM/M RC,17,74,137,"Poland,England",Arsenal,,14,10,12,9,8,15,7,7,6,6,8,4,7,12,14,9,8,7,9,8,14,15,5,4,8,11,13,9,13,10,7,9,14,11,6,7,5,7,8,8,12,1,2,1,3,1,1,2,1,2,2,1,14,10,1,12,10,11,13,16,1,1,1,20,1,1,16,1,17,1,1,1,1,1,179,0,8,20,3700,3700,1750,67,2005/10/12,0,0,8,7.5,12,7,8,10.7,8,11.3,1.5,7.5,12,11.3,1.5,3,1,1
Maldini Kacurri,Arsenal,D C,17,72,135,"Albania,England",Arsenal,,2,7,4,7,8,6,10,5,5,10,6,6,12,8,17,8,10,8,9,6,10,15,5,6,6,15,8,9,10,6,13,7,13,10,10,13,18,6,12,9,12,2,3,1,2,3,1,2,1,1,1,2,8,9,8,9,11,13,8,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,184,0,8,20,3900,3900,1750,67,2005/10/4,0,0,12.3,10.5,10,5.7,7,6.7,8.5,10,1.5,10.5,10,10,2,2,2.5,1.5
David Raya,Arsenal,GK,27,155,158,Spain,Brentford,Arsenal,2,2,3,3,15,2,8,1,2,1,16,3,3,15,12,14,14,14,13,15,12,14,13,11,6,13,12,13,12,18,10,12,16,10,12,11,15,5,13,5,2,13,13,14,13,15,17,14,16,17,13,16,14,15,6,14,13,13,8,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,183,70,10,20,7750,7750,6500,153,1995/9/15,2,0,5.7,12.8,11,14.7,7.7,11,10,13.2,15,12.8,11,13.2,13.5,13,14,16.5
Jacob Ramsey,Aston Villa,M/AM LC,22,141,170,England,Aston Villa,,8,10,16,14,14,7,9,12,7,10,13,9,10,14,9,13,16,15,12,13,12,15,13,8,14,10,14,14,15,14,13,11,15,14,14,13,13,9,14,7,11,2,3,2,2,2,2,1,1,1,2,2,10,13,5,14,10,15,11,13,1,1,1,1,1,1,1,1,20,1,18,20,1,1,180,61,12,20,6800,6800,5750,136,2001/5/28,0,0,10,13.5,14.5,13,14.3,14.7,10,13.7,1,13.5,14.5,13.7,2.5,2,2,2
Omari Kellyman,Aston Villa,AM/S RLC,17,99,170,"England,Northern Ireland",Aston Villa,,6,8,11,12,13,8,9,11,4,6,12,5,8,13,7,11,10,14,8,11,8,8,13,10,11,7,8,10,14,13,13,9,14,14,10,8,8,10,4,9,12,1,3,3,1,2,1,1,2,1,3,2,13,12,5,11,13,8,9,14,1,1,1,1,1,1,1,1,1,1,15,20,15,18,188,68,20,5,4950,4950,2500,92,2005/9/15,0,0,7,11,14,12,12.3,12.3,9,8.8,1.5,11,14,8.8,3,1,1.5,1.5
Kadan Young,Aston Villa,AM RL,17,90,170,England,Aston Villa,,8,12,11,9,10,7,5,9,2,6,10,1,7,11,13,8,9,9,8,9,9,7,12,6,11,7,8,12,15,14,13,7,12,14,11,12,9,8,6,12,10,2,3,3,3,1,1,2,4,2,3,2,13,10,2,9,9,11,10,16,1,1,1,1,1,1,1,14,14,15,19,1,20,1,175,67,6,20,4500,4500,2250,91,2006/1/19,0,0,6.7,12.5,14.5,10.3,9.7,10.7,6,8.2,3,12.5,14.5,8.2,3,3,1.5,1.5
Pau Torres,Aston Villa,D C,26,155,167,Spain,Aston Villa,,7,8,11,6,14,5,16,7,7,16,14,8,16,14,13,15,14,12,15,11,13,13,5,14,6,16,14,15,15,11,6,17,14,15,16,16,13,6,12,7,13,2,1,2,1,1,4,2,2,1,3,3,19,16,4,17,10,14,14,13,1,1,20,1,1,1,14,1,10,1,1,1,1,1,191,80,20,9,7750,7750,6500,155,1997/1/16,19,1,16,12.3,15,10,8,13,16.5,14,2,12.3,15,14,1.5,1,1.5,3.5
Boubacar Kamara,Aston Villa,DM/M C,23,146,164,France,Aston Villa,,6,8,12,5,14,6,14,8,5,15,15,7,15,14,12,16,14,16,13,13,14,13,10,9,13,15,16,16,14,14,15,14,15,15,15,13,15,11,13,10,12,1,3,2,2,2,3,3,3,3,3,4,17,14,8,13,12,14,9,20,1,1,12,1,1,1,20,1,20,1,1,1,1,1,184,68,10,20,7250,6950,5750,147,1999/11/23,3,0,15,14.3,14.5,12.7,11.3,13.3,14,14.3,3,14.3,14.5,14.3,2.5,2,1.5,3.5
Moussa Diaby,Aston Villa,AM/S RL,24,151,163,"France,Mali",Aston Villa,,11,11,16,13,13,8,4,12,4,5,12,11,6,15,16,12,8,12,10,12,11,12,15,4,13,6,11,11,18,17,12,5,16,18,13,8,13,10,13,5,10,2,2,3,1,1,3,2,1,2,2,4,13,15,4,13,11,11,7,7,1,1,1,1,1,1,1,13,1,13,18,13,20,16,170,67,20,10,7550,7250,6000,137,1999/7/7,10,0,5.7,12.5,18,13,12.7,14.7,4.5,10.7,1.5,12.5,18,10.7,2.5,1,1.5,3.5
Youri Tielemans,Aston Villa,DM/M C,26,149,160,"Belgium,Democratic Republic of Congo",Aston Villa,,11,13,13,12,16,12,9,14,3,11,18,14,12,17,13,15,12,14,12,17,15,13,15,14,14,12,14,13,11,12,12,8,15,10,12,10,13,8,12,5,15,3,1,2,1,1,4,3,1,1,1,1,13,17,7,13,13,14,15,15,1,1,1,1,1,1,18,8,20,8,1,14,1,1,176,72,14,20,7450,7450,6500,146,1997/5/7,63,5,11.7,11.5,10.5,16.7,13.3,15.3,8.5,13.5,2,11.5,10.5,13.5,1.5,1,2,2.5
Leon Bailey,Aston Villa,M/AM RL,25,140,160,Jamaica,Aston Villa,,13,14,15,13,12,10,7,13,11,4,11,12,7,14,13,13,12,10,10,12,9,15,17,8,13,9,12,14,17,16,10,12,14,17,13,9,9,8,13,12,12,2,3,1,1,1,2,2,3,1,3,1,16,18,16,5,12,10,10,10,1,1,1,1,1,1,1,18,1,18,19,1,20,1,178,75,20,8,7000,7550,6000,136,1997/8/9,24,4,6.7,12,17,13.3,12,13.7,9.5,11.8,2.5,12,17,11.8,2,1,1.5,1.5
Jhon Durán,Aston Villa,S ,19,117,160,Colombia,Aston Villa,,8,12,12,14,12,8,12,12,7,7,11,11,5,12,13,13,11,10,11,11,11,11,14,12,13,9,12,14,13,14,11,14,13,14,13,14,8,9,10,12,8,2,3,1,4,2,2,2,3,2,4,2,10,13,16,8,13,10,8,12,1,1,1,1,1,1,1,1,1,1,14,1,10,20,185,73,20,7,5850,5850,4650,119,2003/12/13,7,1,7,13,13.5,12,12.3,12,13,11.5,2.5,13,13.5,11.5,2,4,2,2
Tim Iroegbunam,Aston Villa,M C,20,117,160,"England,Nigeria",Aston Villa,,10,9,13,8,13,9,7,13,6,10,13,7,12,14,12,10,12,14,11,12,11,13,14,6,12,10,11,13,14,13,14,13,15,13,13,12,11,13,13,6,10,1,2,2,2,1,1,1,3,1,1,2,13,15,5,11,14,14,11,12,1,1,1,1,1,1,15,1,20,1,1,12,1,1,183,70,10,20,5850,5850,3000,117,2003/6/30,0,0,10.7,13,13.5,13,11.3,13.3,10,11.3,2,13,13.5,11.3,2,2,1,1.5
Josh Feeney,Aston Villa,D C,18,102,160,"England,Scotland",Aston Villa,,6,5,6,8,5,8,13,3,2,14,11,4,12,8,15,10,10,13,11,8,14,3,5,6,8,14,8,9,13,8,12,13,6,12,8,10,16,9,19,12,17,3,1,3,2,3,2,3,2,3,1,2,15,9,4,12,13,11,9,17,1,1,20,1,1,1,1,1,1,1,1,1,1,1,189,80,8,20,5100,5100,2750,98,2005/5/6,0,0,13.3,9.5,12.5,8,9.7,6.3,13,9.3,2.5,9.5,12.5,9.3,2,2,3,2
Kerr Smith,Aston Villa,D RC,18,102,160,Scotland,Aston Villa,,5,9,3,2,12,3,13,7,7,10,8,3,13,9,10,11,11,11,10,6,10,6,5,11,9,14,9,10,11,10,10,17,10,12,9,12,17,7,5,8,18,3,1,3,3,2,1,1,3,2,2,1,9,11,1,11,10,13,10,11,1,1,20,17,1,1,1,1,1,1,1,1,1,1,191,77,8,20,5100,5100,2500,95,2004/12/12,0,0,12.3,10.3,11.5,6.3,7.3,8,15,9.5,2,10.3,11.5,9.5,2,3,2.5,1
Rory Wilson,Aston Villa,S ,17,89,160,Scotland,Aston Villa,,9,9,7,15,14,9,9,9,9,9,7,6,8,9,7,12,9,13,10,9,8,13,12,7,9,10,15,12,13,12,10,10,17,13,10,9,12,6,18,6,10,3,1,2,2,1,1,1,3,2,3,2,20,13,3,11,10,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,20,184,0,5,20,4450,5000,2250,88,2006/1/5,0,0,9,10.3,13,9.3,12.3,10,9.5,11.2,2,10.3,13,11.2,1.5,2,2,1.5
Aidan Borland,Aston Villa,M C,16,75,160,Scotland,Aston Villa,,6,6,5,2,13,6,6,12,1,11,13,4,13,13,8,6,8,12,7,13,8,12,5,1,5,10,7,12,13,13,7,4,15,13,8,5,8,11,12,10,12,1,3,3,2,1,1,1,3,2,1,1,18,14,3,13,13,12,13,16,1,1,1,1,1,1,1,1,20,1,1,1,1,1,175,0,10,20,3850,3450,1050,76,2007/4/25,0,0,11.3,8.3,13,10.3,6.3,10.3,5,8,2,8.3,13,8,3,2,1,1
Douglas Luiz,Aston Villa,DM/M C,25,146,158,Brazil,Aston Villa,,16,12,13,13,14,12,12,13,9,14,14,15,14,15,13,14,12,15,12,13,13,13,15,12,14,11,13,15,14,14,14,11,15,14,15,13,14,14,12,9,11,1,2,1,3,2,1,2,2,2,3,1,12,12,6,12,14,12,13,12,1,1,1,1,1,1,20,1,20,1,1,1,1,1,178,65,10,20,7300,7000,6150,146,1998/5/9,9,0,13,14,14,14,14,14,11.5,12.8,2,14,14,12.8,1.5,3,1.5,1
Emiliano Martínez,Aston Villa,GK,30,156,156,Argentina,Aston Villa,,6,2,2,1,11,8,5,1,3,2,12,2,2,11,7,15,15,12,14,7,14,15,8,13,11,13,14,13,10,16,13,15,13,10,12,12,14,10,15,5,14,16,14,12,11,16,14,16,18,14,7,11,14,16,15,15,18,15,3,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,85,10,20,7700,7750,6900,155,1992/9/2,30,0,5.7,13.3,10,9,8,8,10,14.5,17,13.3,10,14.5,13,11,16,12.5
?lex Moreno,Aston Villa,D/WB L,30,150,156,Spain,Aston Villa,,10,14,15,9,13,8,7,9,12,11,13,9,13,14,9,12,12,11,11,12,12,12,14,9,14,13,13,15,16,15,12,9,14,17,17,12,12,9,12,9,12,2,2,3,1,4,1,2,2,2,2,1,12,13,10,11,10,13,10,13,1,20,1,1,20,1,1,15,1,1,15,1,1,1,176,68,20,8,7500,7500,6000,136,1993/6/8,0,0,12.3,14,16.5,13,11.3,14,8,12,2,14,16.5,12,2.5,1,3,1
Emiliano Buendía,Aston Villa,AM RC,26,143,155,"Argentina,Spain",Aston Villa,,14,15,16,13,15,13,5,11,4,4,15,9,8,16,15,15,12,15,11,16,11,16,18,5,15,9,13,14,14,16,15,8,14,14,13,10,12,14,14,6,14,1,1,1,2,2,2,4,1,1,1,2,15,16,12,14,13,13,5,3,1,1,1,1,1,1,1,1,1,1,10,20,20,1,170,65,10,20,7150,7100,6000,141,1996/12/25,1,0,7,13.5,14,16.3,14.3,15.7,6.5,13,2.5,13.5,14,13,1,2,1.5,2
Lucas Digne,Aston Villa,D/WB L,30,142,155,France,Aston Villa,,13,16,13,8,14,16,12,13,15,10,14,6,14,14,13,14,15,15,13,13,12,16,10,8,15,11,14,15,15,15,13,8,15,14,16,11,11,13,15,11,10,3,1,3,3,3,2,1,1,4,3,2,15,16,5,13,14,16,15,14,1,20,1,1,18,1,1,13,1,1,7,1,1,1,178,74,20,5,7200,7250,6250,139,1993/7/20,46,0,11.7,13.8,14.5,12.3,12.7,13.7,10,14,1,13.8,14.5,14,2,3,3,2
Diego Carlos,Aston Villa,D C,30,149,153,Brazil,Aston Villa,,3,5,7,5,11,9,15,8,10,16,12,10,15,12,16,15,19,13,14,8,14,15,9,9,8,15,13,14,12,12,15,14,18,13,15,18,15,12,13,6,8,3,1,3,3,2,3,2,2,1,3,3,13,15,11,11,12,16,12,10,1,1,20,1,1,1,14,1,1,1,1,1,1,1,186,79,9,20,7500,7500,6000,147,1993/3/15,0,0,15.3,15,12.5,9.7,8.7,10,14.5,15,2,15,12.5,15,2,3,2.5,3
Ezri Konsa,Aston Villa,D C,25,144,150,"England,Democratic Republic of Congo,Angola",Aston Villa,,4,7,12,5,14,3,15,3,7,14,14,4,16,14,13,15,14,15,13,14,14,13,10,10,10,14,15,16,14,14,13,14,15,14,15,14,15,11,13,9,13,1,1,4,3,3,1,1,3,3,2,2,13,13,3,15,13,12,13,13,1,1,20,14,1,1,1,1,1,1,1,1,1,1,183,77,9,20,7050,7050,5750,145,1997/10/23,0,0,14.7,14,14,12.7,10,13.3,14.5,14,2,14,14,14,2.5,3,2,1.5
John McGinn,Aston Villa,M RLC,28,144,150,Scotland,Aston Villa,,11,13,14,13,13,10,12,13,9,10,14,10,13,15,15,14,14,12,13,14,11,16,13,10,13,13,16,17,14,13,14,9,16,14,17,15,14,14,15,5,10,2,3,3,3,3,1,1,1,3,2,4,12,13,4,17,13,17,15,15,1,1,1,1,1,1,11,15,20,15,15,15,15,1,181,77,20,10,7200,7200,6000,144,1994/10/18,56,16,12,14.8,14,13.7,12.7,14,10.5,14,1,14.8,14,14,3,3,2.5,2.5
Ollie Watkins,Aston Villa,S RL,27,144,150,England,Aston Villa,,8,12,13,16,12,7,13,11,5,6,13,14,7,12,10,14,15,11,12,12,10,15,13,9,15,8,17,19,15,15,12,13,17,14,17,14,14,4,13,5,12,3,3,3,3,3,2,3,3,3,2,1,13,13,6,10,12,18,11,13,1,1,1,1,1,1,1,1,1,1,15,1,15,20,180,70,11,20,7200,7250,6100,142,1995/12/30,7,2,7,14.5,14.5,12.7,14,12.3,13,13.8,3,14.5,14.5,13.8,3,3,3,1.5
Calum Chambers,Aston Villa,D/DM RC,28,134,150,England,Aston Villa,,6,12,12,9,13,6,14,10,12,14,13,7,14,13,13,12,14,14,13,12,13,13,9,10,11,13,15,15,13,13,14,14,13,13,14,13,13,11,12,11,15,3,2,2,1,2,1,2,3,1,2,2,14,12,8,14,12,13,13,13,1,1,20,18,1,1,17,1,1,1,1,1,1,1,183,73,8,20,6700,6700,5750,134,1995/1/20,3,0,13.7,13.5,13,11.3,11.3,12.7,14,13.3,2.5,13.5,13,13.3,2,1,2.5,1.5
Ben Chrisene,Aston Villa,D/WB L,19,95,150,England,Aston Villa,,8,10,12,9,11,7,8,12,3,6,11,5,10,13,9,11,10,12,11,9,10,13,13,8,10,11,12,13,13,11,12,8,10,11,10,9,10,7,10,6,13,1,1,1,1,1,3,3,1,2,2,1,10,11,3,9,13,11,12,13,1,20,1,1,20,1,1,15,10,1,15,10,1,1,183,80,20,12,4750,4750,2750,88,2004/1/12,0,0,9,10.5,12,11,10.3,12,8,11.2,2,10.5,12,11.2,1,1,1,2
Ewan Simpson,Aston Villa,M/AM C,17,75,150,Scotland,Aston Villa,,6,3,10,9,14,3,7,14,7,8,14,5,9,14,7,10,4,10,8,14,8,10,13,7,14,8,8,9,9,12,8,6,10,9,5,5,20,9,20,10,15,1,3,4,1,1,3,3,3,2,3,3,13,11,2,12,11,10,8,16,1,1,1,1,1,1,1,1,20,1,1,20,1,1,181,0,10,20,3750,3750,1050,75,2006/7/28,0,0,8.3,7.5,9,13.7,11,12.7,6.5,8,3,7.5,9,8,3.5,1,1,3
Jamaldeen Jimoh,Aston Villa,M C,16,75,150,England,Aston Villa,,7,7,7,8,14,7,7,10,7,7,14,3,12,12,12,10,6,9,6,14,12,3,10,1,6,8,8,10,13,12,3,4,15,8,7,2,10,9,12,6,11,1,3,3,2,1,3,2,2,2,2,1,8,11,8,11,11,8,10,12,1,1,1,1,1,1,1,1,20,1,1,1,1,1,169,0,10,20,3750,3750,1750,72,2006/10/2,0,0,9,6,10.5,12.7,7.7,11,5.5,7.5,2,6,10.5,7.5,3,2,1,2
Ben Broggio,Aston Villa,AM RLC,16,70,150,England,Aston Villa,,6,8,9,8,7,3,5,13,6,6,6,5,7,9,8,8,8,7,7,6,6,3,7,9,13,5,7,9,15,12,9,4,13,11,9,6,9,10,11,13,12,2,1,2,2,2,3,2,1,2,3,2,16,11,2,10,11,12,12,11,1,1,1,1,1,1,1,12,1,12,20,15,18,1,174,0,11,20,3500,3500,1500,62,2007/1/29,0,0,6,9,13,6.3,9.3,8.3,4.5,6.5,1.5,9,13,6.5,1.5,2,2,2.5
Matty Cash,Aston Villa,D/WB R,25,140,148,"Poland,England",Aston Villa,,10,11,13,11,14,10,12,12,17,9,13,8,13,12,15,15,13,10,11,11,12,15,11,9,14,12,16,16,14,14,13,10,15,14,15,12,13,13,10,12,13,2,3,3,1,1,2,2,3,1,3,1,13,13,2,13,12,13,12,13,1,1,1,20,1,17,1,1,12,15,1,1,14,1,185,79,14,20,7000,7000,5900,135,1997/8/7,13,1,11.3,13.5,14,11.7,11.7,13,11,13.7,2.5,13.5,14,13.7,3,1,1.5,1.5
Tyrone Mings,Aston Villa,D LC,30,145,145,"England,Barbados",Aston Villa,,9,10,13,6,12,5,16,9,12,14,15,2,15,13,15,13,16,14,13,12,13,16,12,18,13,14,15,14,15,14,13,15,16,14,14,15,14,14,13,10,10,3,1,3,1,2,3,2,2,2,4,1,11,15,6,13,14,17,12,14,1,15,20,1,1,1,1,1,1,1,1,1,1,1,196,78,20,6,7250,7250,6000,147,1993/3/13,18,2,14.3,14,14.5,13,11,12.7,15.5,14.3,2,14,14.5,14.3,2,1,2.5,2
Leander Dendoncker,Aston Villa,DM/M C,28,133,145,Belgium,Aston Villa,,9,9,11,8,11,10,15,11,10,13,14,8,14,11,14,15,14,13,15,11,14,12,10,12,13,14,15,15,12,13,14,15,12,13,14,12,13,13,14,8,13,3,1,2,2,3,3,2,1,4,1,3,18,14,12,12,11,14,11,13,1,1,13,1,1,1,20,1,20,1,1,1,1,1,188,76,9,20,6650,6600,5800,133,1995/4/15,32,1,13.7,13.3,12.5,11.7,11.3,11,15,14.2,1.5,13.3,12.5,14.2,1.5,2,3,3
